"3679902144","45795444","10825752","40269903","2657211266","2684062822","619894343","370885025","703473358","748076767"
19,19,19,19,19,20,20,19,19,19
19,19,19,19,19,20,20,19,19,19
19,19,19,19,19,20,20,19,19,19
19,19,19,19,19,20,20,19,19,19
19,19,19,19,19,20,20,19,19,19
19,19,19,19,19,20,20,19,19,19
19,19,19,19,19,20,20,19,19,19
19,19,20,19,19,20,33,19,27,19
22,19,42,22,23,32,38,26,30,19
53,34,111,48,39,65,47,60,69,23
84,65,137,64,70,93,75,113,130,39
102,142,172,91,85,115,110,152,174,97
175,205,190,116,119,159,153,195,189,144
202,222,221,132,140,184,184,234,229,188
222,232,224,136,171,193,194,252,235,211
229,256,236,168,188,212,211,256,237,223
246,272,286,196,230,230,244,280,288,227
279,291,381,211,265,257,293,311,380,240
332,356,540,293,306,312,340,394,511,279
437,469,773,378,390,392,440,565,686,324
590,678,997,435,510,546,546,772,899,397
783,879,1198,504,620,661,675,975,1009,515
939,1132,1324,594,746,827,875,1236,1116,684
1153,1456,1584,762,1018,1119,1126,1510,1408,956
1337,1686,1800,944,1236,1301,1356,1775,1660,1212
1566,1901,2061,1147,1454,1496,1577,2035,1991,1447
1780,2195,2443,1360,1711,1749,1788,2268,2360,1619
2074,2497,2920,1641,2095,2038,2056,2582,2741,1830
2385,2797,3382,1834,2366,2257,2286,2902,3074,1965
2718,3200,3833,2078,2635,2570,2589,3263,3496,2136
3416,3904,4646,2480,3264,3113,2983,4181,4329,2536
4183,4757,5368,2932,3889,3868,3612,5136,5085,3039
5011,5718,6040,3465,4524,4650,4336,6027,5850,3763
5724,6559,6659,4021,5152,5394,4931,6827,6590,4515
6434,7224,7184,4526,5845,6089,5524,7483,7122,5192
6871,7703,7569,5090,6350,6594,5961,7888,7451,5533
7280,8068,7944,5586,6795,7029,6427,8193,7773,5839
7761,8515,8386,6155,7397,7637,6938,8543,8346,6404
8217,8922,8713,6729,7855,8138,7351,8895,8816,6812
8653,9245,8940,7216,8237,8525,7707,9185,9126,7130
9018,9491,9143,7609,8563,8876,8025,9390,9363,7411
9292,9651,9284,7980,8808,9184,8272,9559,9511,7699
9461,9744,9423,8379,9002,9417,8463,9708,9596,7855
9582,9812,9528,8753,9161,9594,8625,9785,9655,7962
9679,9869,9599,9005,9332,9738,8844,9843,9744,8190
9736,9907,9631,9182,9452,9813,9031,9872,9794,8336
9772,9927,9672,9314,9553,9858,9177,9891,9824,8479
9796,9933,9703,9415,9617,9877,9323,9902,9857,8585
9812,9941,9715,9503,9680,9906,9412,9911,9877,8658
9833,9952,9727,9626,9754,9942,9464,9930,9881,8698
9849,9957,9738,9696,9813,9962,9500,9941,9887,8733
