"4238623058","3103069158","2686154984","1130405286","3067561435","200669457","3060873582","3015530081","3161530371","1543440678"
200,199,199,200,200,199,201,200,201,200
200,199,199,200,200,199,201,200,201,200
200,199,199,200,200,199,201,200,201,200
200,199,199,200,200,199,201,200,201,200
200,199,199,200,200,199,201,200,201,200
200,199,199,200,200,199,201,200,201,200
200,199,199,200,200,199,201,200,201,200
204,203,212,202,211,206,206,213,203,207
228,216,237,226,230,230,228,233,221,226
274,279,281,298,281,310,290,283,285,275
339,329,384,347,338,377,331,375,356,358
406,393,469,420,404,452,404,435,459,461
491,471,534,500,487,522,479,507,552,538
562,552,600,552,556,586,540,589,604,603
599,582,620,581,590,609,575,623,632,633
635,598,656,605,625,626,607,643,657,663
658,616,694,646,655,650,638,656,692,675
668,637,727,676,693,695,665,679,708,685
701,666,769,714,722,756,691,717,758,718
757,720,844,763,774,844,731,779,825,776
818,801,937,858,843,910,815,880,924,894
891,857,1021,930,908,980,892,960,994,976
984,930,1117,1002,1002,1096,971,1046,1086,1071
1112,1051,1246,1096,1142,1230,1073,1184,1227,1196
1212,1137,1369,1220,1250,1345,1170,1284,1332,1309
1332,1222,1481,1325,1354,1424,1274,1389,1462,1429
1451,1304,1591,1404,1431,1521,1363,1486,1562,1540
1547,1389,1702,1490,1520,1619,1477,1576,1664,1645
1613,1427,1788,1553,1572,1710,1539,1648,1737,1717
1673,1467,1852,1636,1644,1804,1604,1712,1800,1787
1780,1579,1999,1790,1767,1920,1717,1836,1930,1911
1914,1713,2135,1925,1872,2100,1826,1994,2076,2075
2046,1838,2302,2041,1996,2276,1925,2160,2256,2250
2172,1998,2506,2192,2178,2442,2101,2284,2436,2386
2364,2163,2744,2351,2344,2668,2299,2496,2628,2570
2519,2297,2902,2469,2486,2814,2414,2640,2756,2706
2642,2400,3032,2625,2594,2945,2552,2756,2920,2860
2845,2586,3223,2823,2784,3121,2767,2955,3177,3092
3023,2747,3415,3017,2974,3329,2951,3144,3388,3300
3204,2872,3636,3183,3162,3530,3135,3345,3605,3481
3378,3041,3864,3367,3338,3778,3323,3544,3795,3699
3555,3208,4067,3594,3533,4036,3501,3776,4001,3919
3705,3325,4257,3750,3689,4206,3661,3951,4172,4053
3892,3443,4430,3921,3884,4419,3831,4122,4373,4252
4129,3662,4696,4164,4128,4743,4066,4411,4629,4564
4433,3932,4977,4433,4400,5035,4319,4607,4841,4838
4672,4200,5240,4695,4660,5296,4593,4930,5106,5115
4953,4446,5515,4998,4925,5600,4880,5253,5425,5391
5235,4729,5789,5288,5240,5909,5213,5555,5757,5642
5413,4897,5965,5481,5461,6115,5420,5756,5970,5861
5605,5067,6201,5705,5683,6360,5636,5959,6196,6107
