"2317642948","876424312","626133409","2526399092","3912464753","4111824720","2323535115","1293478294","3792994154","210494178"
19,20,20,19,20,19,20,19,19,20
19,20,20,19,20,19,20,19,19,20
19,20,20,19,20,19,20,19,19,20
19,20,20,19,20,19,20,19,19,20
19,20,20,19,20,19,20,19,19,20
19,20,20,19,20,19,20,19,19,20
19,20,20,19,20,19,20,19,19,20
20,20,20,19,20,23,28,30,19,20
41,34,20,31,20,32,30,41,19,31
58,79,50,63,51,59,45,76,58,65
95,98,95,106,92,108,114,110,80,118
123,135,130,160,111,125,139,129,116,134
149,151,161,185,163,149,169,150,154,135
203,179,197,191,196,165,205,173,183,170
217,191,229,196,202,187,217,190,210,195
219,193,236,228,227,195,235,205,218,214
262,227,249,249,252,205,296,224,248,236
305,271,259,296,275,230,346,268,290,256
395,338,322,371,336,378,459,368,365,357
459,458,427,466,460,565,555,467,471,476
576,621,584,646,654,688,727,601,629,636
735,771,731,774,813,827,886,703,721,717
914,903,927,938,985,978,1085,862,846,842
1182,1079,1180,1175,1232,1200,1380,1088,1088,1078
1394,1211,1422,1407,1464,1360,1623,1221,1292,1276
1616,1401,1741,1622,1710,1542,1914,1411,1538,1525
1898,1632,1990,1896,1964,1748,2303,1695,1807,1786
2244,1878,2258,2159,2249,2140,2739,1980,2157,2160
2497,2195,2480,2384,2468,2557,3023,2234,2448,2478
2877,2655,2846,2752,2802,2984,3428,2590,2825,2861
3571,3281,3488,3254,3664,3653,4111,3229,3455,3419
4229,3947,4299,3882,4416,4335,4899,3839,4086,4090
4994,4662,5022,4616,5237,4989,5704,4434,4782,4722
5770,5289,5660,5402,6064,5598,6519,5025,5409,5348
6442,5899,6402,5987,6714,6183,7252,5592,6076,5976
6925,6357,6992,6539,7120,6646,7690,6145,6546,6493
7388,6862,7444,6977,7485,7088,8073,6663,7005,7026
7961,7496,7965,7443,8010,7596,8581,7278,7669,7705
8444,8052,8394,7883,8461,8063,8942,7757,8182,8192
8896,8526,8791,8252,8835,8520,9228,8181,8599,8618
9198,8939,9090,8587,9136,8849,9445,8560,8943,8940
9442,9195,9351,8855,9382,9088,9604,8865,9199,9217
9553,9435,9543,9101,9503,9316,9717,9136,9374,9412
9644,9624,9685,9363,9608,9497,9783,9304,9495,9578
9723,9724,9790,9516,9748,9599,9841,9434,9625,9715
9780,9790,9847,9602,9836,9666,9885,9524,9710,9816
9809,9838,9897,9660,9896,9707,9909,9611,9768,9868
9824,9874,9922,9709,9940,9730,9924,9649,9801,9904
9831,9897,9943,9744,9971,9754,9931,9683,9833,9930
9845,9928,9969,9788,10004,9789,9935,9728,9855,9972
9850,9961,9979,9826,10022,9803,9945,9756,9871,9996
