"233232170","2905124424","1419696225","4223554649","4180996487","808899655","2952660210","1000122907","2488618062","2114510214"
1001,1000,1000,1001,999,1001,1000,1001,1000,1000
1001,1000,1000,1001,999,1001,1000,1001,1000,1000
1001,1000,1000,1001,999,1001,1000,1001,1000,1000
1001,1000,1000,1001,999,1001,1000,1001,1000,1000
1001,1000,1000,1001,999,1001,1000,1001,1000,1000
1001,1000,1000,1001,999,1001,1000,1001,1000,1000
1001,1000,1000,1001,999,1001,1000,1001,1000,1000
1039,1043,1041,1033,1041,1028,1021,1051,1035,1035
1145,1168,1140,1154,1165,1131,1144,1163,1149,1130
1397,1410,1416,1455,1476,1394,1456,1431,1418,1384
1740,1673,1784,1822,1793,1745,1768,1765,1732,1683
2117,2044,2247,2180,2110,2146,2158,2145,2067,2051
2493,2488,2627,2608,2442,2517,2562,2530,2421,2449
2860,2846,2927,2926,2747,2844,2863,2918,2725,2804
3033,3026,3050,3076,2947,3034,3020,3081,2889,2975
3167,3185,3177,3201,3070,3177,3157,3210,3005,3126
3348,3314,3332,3346,3192,3308,3315,3354,3152,3248
3441,3421,3428,3491,3328,3426,3411,3479,3250,3354
3613,3592,3602,3696,3520,3622,3619,3707,3444,3530
3936,3894,3901,4037,3847,3889,3927,3995,3758,3783
4289,4314,4327,4486,4201,4285,4407,4421,4189,4220
4606,4655,4667,4844,4557,4675,4801,4797,4555,4586
5026,5073,5133,5184,4992,5144,5206,5208,4927,5030
5734,5761,5882,5750,5672,5758,5807,5892,5524,5674
6421,6411,6480,6378,6229,6367,6445,6518,6037,6204
7010,6965,7011,6920,6734,6893,6912,7055,6502,6694
7537,7429,7473,7396,7193,7413,7371,7526,6952,7159
7996,7909,7864,7841,7659,7854,7853,7999,7366,7623
8350,8275,8170,8230,7999,8165,8187,8350,7674,7936
8713,8659,8510,8588,8323,8475,8575,8726,8034,8317
9247,9249,9099,9213,8874,9042,9132,9321,8654,8932
9890,9870,9785,9905,9561,9712,9790,10027,9380,9522
10658,10716,10571,10747,10307,10492,10671,10816,10159,10276
11617,11516,11446,11653,11182,11483,11549,11751,10942,11149
12653,12497,12555,12572,12116,12559,12528,12683,11831,12129
13402,13213,13279,13324,12792,13309,13223,13399,12497,12853
14114,13954,14020,14028,13472,14016,13966,14117,13139,13543
15180,14978,14990,14901,14356,15034,14965,15139,14098,14521
16183,15940,15896,15876,15288,15965,15983,16072,15060,15438
17188,16928,16725,16909,16237,16823,16911,17071,15984,16443
18198,17886,17658,17948,17309,17705,17952,18099,17000,17362
19281,18896,18712,18981,18284,18766,19052,19228,18068,18397
20119,19725,19552,19846,19094,19650,19882,20122,18881,19246
21041,20625,20512,20713,19974,20542,20726,21076,19820,20127
22542,21917,21953,22168,21319,22045,22110,22519,21183,21412
23938,23359,23443,23616,22749,23570,23541,23984,22667,22813
25448,24887,24911,25006,24230,25078,25007,25457,24058,24332
27038,26336,26392,26529,25760,26641,26493,26808,25428,25819
28583,27738,27943,28010,27123,28118,28021,28324,26867,27310
29706,28810,29020,29052,28183,29253,29123,29553,27874,28381
30782,29928,30057,30116,29327,30314,30244,30644,28914,29507
