"1323204782","4214861640","2242177526","631999874","3838150059","830252122","2008448927","3705079387","176769301","3801685786"
1001,1000,1001,1002,999,998,999,1000,999,999
1001,1000,1001,1002,999,998,999,1000,999,999
1001,1000,1001,1002,999,998,999,1000,999,999
1001,1000,1001,1002,999,998,999,1000,999,999
1001,1000,1001,1002,999,998,999,1000,999,999
1001,1000,1001,1002,999,998,999,1000,999,999
1001,1000,1001,1002,999,998,999,1000,999,999
1030,1026,1029,1039,1021,1023,1028,1034,1013,1023
1138,1119,1144,1164,1132,1127,1141,1143,1089,1132
1453,1394,1456,1447,1381,1417,1401,1441,1395,1447
1812,1705,1803,1775,1660,1759,1764,1772,1742,1788
2152,2048,2208,2115,2029,2147,2117,2169,2107,2220
2514,2373,2571,2474,2422,2503,2514,2549,2465,2598
2847,2711,2901,2775,2745,2833,2839,2874,2798,2903
3017,2875,3071,2946,2944,3001,2990,3025,2972,3080
3140,3012,3212,3096,3112,3150,3133,3187,3095,3207
3246,3162,3334,3235,3264,3301,3266,3345,3222,3339
3361,3257,3439,3356,3356,3415,3391,3484,3323,3485
3562,3438,3674,3574,3535,3653,3614,3714,3514,3688
3912,3714,4037,3860,3904,3938,3932,4017,3829,4065
4356,4148,4469,4275,4282,4357,4397,4432,4262,4537
4750,4498,4852,4663,4626,4723,4757,4858,4637,4866
5163,4923,5259,5063,5018,5124,5182,5325,5101,5235
5805,5505,5959,5668,5705,5719,5748,5993,5719,5805
6392,6073,6512,6161,6322,6270,6318,6564,6236,6402
6901,6637,7098,6692,6914,6764,6859,7084,6780,6937
7391,7109,7571,7218,7388,7268,7310,7593,7270,7478
7900,7530,8015,7658,7884,7734,7817,8135,7688,7935
8249,7830,8387,7998,8247,8056,8127,8481,8036,8249
8631,8195,8783,8324,8615,8437,8502,8861,8401,8640
9173,8809,9410,8884,9256,9111,9099,9527,9033,9214
9940,9499,10164,9587,9949,9796,9778,10278,9780,9963
10755,10231,10983,10395,10820,10622,10641,11139,10539,10782
11666,11089,11941,11243,11770,11450,11554,12091,11462,11711
12609,12011,12980,12133,12754,12323,12442,13050,12445,12695
13340,12691,13690,12836,13524,13001,13191,13826,13162,13402
14052,13383,14411,13571,14241,13692,13922,14587,13821,14099
15101,14366,15409,14501,15366,14733,14898,15611,14831,15147
16033,15348,16406,15479,16338,15641,15804,16596,15758,16190
17065,16343,17428,16504,17349,16606,16751,17704,16706,17165
18108,17347,18484,17511,18366,17658,17734,18793,17761,18156
19146,18351,19638,18556,19435,18699,18782,19898,18822,19241
20035,19172,20499,19466,20306,19551,19615,20781,19653,20133
20962,20039,21427,20376,21291,20467,20534,21748,20614,21188
22316,21356,22801,21736,22740,21864,21945,23292,22037,22622
23695,22791,24246,23124,24180,23237,23355,24739,23461,24060
25219,24287,25812,24613,25727,24480,24935,26239,24949,25501
26802,25795,27312,25984,27252,25818,26366,27984,26475,27029
28377,27236,28770,27482,28701,27363,27906,29595,27963,28691
29421,28322,29913,28575,29780,28512,28919,30755,29052,29809
30492,29363,31123,29748,30988,29613,30048,31940,30156,30874
