"2866948984","821678812","305481939","4284927862","3129357955","2700316252","2131302167","1006316233","980417017","1112891731"
19,19,20,20,19,20,19,19,19,20
19,19,20,20,19,20,19,19,19,20
19,19,20,20,19,20,19,19,19,20
19,19,20,20,19,20,19,19,19,20
19,19,20,20,19,20,19,19,19,20
19,19,20,20,19,20,19,19,19,20
19,19,20,20,19,20,19,19,19,20
19,19,20,20,19,20,20,21,19,20
19,21,21,21,19,20,21,22,19,23
20,23,22,29,26,29,32,24,24,27
29,24,27,39,32,41,37,30,35,39
39,38,33,47,37,47,46,34,42,49
47,54,37,49,43,52,54,38,47,51
55,61,43,61,46,57,61,43,50,54
57,63,49,65,50,61,61,45,51,55
57,64,50,67,51,63,66,47,52,61
59,66,50,71,52,68,69,47,54,65
62,68,54,75,52,68,73,49,59,65
62,71,56,83,55,70,76,52,60,69
67,83,58,91,63,76,86,53,61,75
72,94,64,92,68,86,95,55,64,96
79,97,71,95,73,92,99,59,69,110
83,107,75,104,76,99,106,67,76,121
90,117,82,112,87,112,112,74,82,136
101,128,88,124,91,121,123,84,93,150
114,132,93,134,97,123,129,90,103,156
125,143,99,138,102,126,141,94,112,162
133,147,103,145,109,130,149,99,113,168
136,152,109,153,114,136,159,102,114,180
137,155,112,157,120,147,163,104,119,185
139,166,119,171,129,158,167,106,125,202
147,170,124,178,133,170,186,107,128,223
161,184,132,186,143,186,196,112,138,238
177,202,143,193,159,201,215,132,152,264
188,219,158,208,174,209,228,147,165,296
202,229,172,222,182,220,234,163,167,318
213,238,184,232,190,223,248,170,173,330
233,242,188,243,216,255,272,181,183,344
246,257,200,261,218,263,283,195,191,357
255,270,211,284,229,271,295,195,199,378
265,279,222,295,237,287,309,199,212,396
274,288,230,310,245,308,335,201,224,418
288,295,239,325,256,331,354,206,232,434
304,307,254,337,278,344,374,215,237,457
335,332,281,350,302,362,415,229,256,478
354,353,291,365,323,401,437,258,268,513
378,379,297,391,345,417,457,281,277,543
413,405,308,404,360,426,480,296,286,565
429,415,313,435,379,446,508,314,304,608
440,419,333,452,393,455,522,321,320,635
451,430,349,469,407,474,537,333,332,653
