"2341656474","278547628","1915655342","2989386570","1816553514","1127016778","4243351579","2088835976","2094738867","3673303266"
100,99,99,99,99,99,99,100,100,99
100,99,99,99,99,99,99,100,100,99
100,99,99,99,99,99,99,100,100,99
100,99,99,99,99,99,99,100,100,99
100,99,99,99,99,99,99,100,100,99
100,99,99,99,99,99,99,100,100,99
100,99,99,99,99,99,99,100,100,99
104,104,100,100,104,101,99,102,100,105
119,121,105,105,116,114,108,121,106,119
137,157,119,123,140,150,131,153,143,142
172,174,148,153,174,195,177,194,194,177
226,200,194,186,215,223,221,221,223,206
263,248,233,225,235,251,257,252,264,238
301,279,258,257,265,289,275,279,283,266
317,296,270,279,280,299,285,291,291,288
328,312,281,297,293,305,300,308,301,295
341,322,289,308,310,319,308,318,311,312
348,329,290,318,319,331,321,329,322,325
361,361,316,339,335,350,338,359,342,347
404,390,361,372,364,368,357,394,376,388
455,435,399,415,405,413,389,453,433,428
493,468,428,459,443,455,426,494,465,452
543,497,448,505,479,489,456,530,510,493
591,554,503,553,534,538,530,602,573,554
632,617,566,595,582,568,578,646,613,603
695,671,595,633,646,604,613,685,656,653
718,718,641,695,684,632,665,717,688,704
750,796,674,741,719,672,698,778,735,764
781,837,704,784,749,714,727,816,769,796
819,869,732,813,795,738,749,850,800,830
896,924,791,869,841,786,793,929,869,869
958,1002,861,925,894,835,853,994,947,937
1049,1100,911,997,976,914,900,1091,1049,1019
1151,1179,1000,1099,1053,1001,972,1182,1129,1117
1237,1273,1075,1179,1153,1066,1063,1278,1204,1197
1293,1327,1139,1243,1222,1120,1107,1318,1264,1262
1341,1390,1188,1299,1282,1175,1174,1371,1318,1348
1446,1495,1256,1396,1394,1253,1254,1472,1418,1442
1545,1601,1336,1489,1505,1317,1348,1605,1493,1527
1621,1709,1427,1587,1587,1391,1451,1679,1584,1607
1725,1821,1508,1672,1684,1480,1525,1754,1696,1705
1812,1933,1599,1774,1757,1567,1601,1875,1828,1790
1904,2021,1675,1845,1797,1643,1665,1960,1904,1872
2008,2097,1759,1936,1865,1714,1743,2046,1999,1982
2135,2230,1873,2060,2007,1811,1858,2183,2121,2135
2259,2343,1990,2187,2158,1914,1974,2321,2235,2250
2402,2508,2106,2319,2287,2045,2106,2467,2371,2418
2511,2646,2236,2455,2426,2160,2228,2618,2508,2549
2635,2761,2360,2600,2591,2264,2337,2781,2667,2675
2731,2844,2463,2693,2695,2346,2436,2878,2772,2751
2814,2957,2553,2780,2789,2438,2532,2977,2874,2868
