"794359180","2549445583","3113939799","2889978240","2302058926","2656652537","514819109","71631924","424450304","2234116353"
1001,999,1000,1000,999,998,999,999,1001,999
1001,999,1000,1000,999,998,999,999,1001,999
1001,999,1000,1000,999,998,999,999,1001,999
1001,999,1000,1000,999,998,999,999,1001,999
1001,999,1000,1000,999,998,999,999,1001,999
1001,999,1000,1000,999,998,999,999,1001,999
1001,999,1000,1000,999,998,999,999,1001,999
1029,1024,1039,1036,1026,1012,1038,1032,1030,1023
1129,1120,1154,1136,1132,1107,1136,1132,1142,1158
1399,1394,1423,1396,1354,1362,1420,1415,1412,1454
1747,1706,1738,1760,1709,1685,1771,1723,1747,1778
2168,2059,2186,2148,2115,2088,2155,2058,2122,2167
2569,2439,2573,2509,2543,2447,2536,2423,2466,2575
2895,2741,2865,2840,2834,2762,2832,2764,2811,2934
3049,2897,3011,3014,2985,2934,2987,2911,2999,3110
3191,3024,3108,3145,3132,3088,3114,3039,3153,3214
3347,3176,3279,3300,3270,3228,3262,3186,3308,3355
3486,3284,3426,3446,3362,3333,3385,3284,3412,3469
3674,3466,3619,3633,3529,3528,3611,3465,3622,3647
3973,3740,3946,3902,3801,3815,3883,3745,3994,3973
4405,4190,4407,4352,4205,4208,4281,4087,4387,4449
4771,4561,4792,4735,4578,4583,4616,4413,4767,4847
5223,4974,5235,5153,4968,5002,5026,4790,5199,5264
5864,5628,5843,5760,5610,5644,5590,5414,5825,5912
6419,6194,6368,6333,6235,6277,6224,5952,6373,6550
6973,6689,6904,6917,6758,6829,6742,6480,6918,7115
7536,7192,7388,7414,7245,7290,7226,6947,7438,7585
7932,7615,7843,7853,7721,7705,7740,7389,7873,8024
8239,7946,8150,8163,8016,8015,8065,7707,8206,8374
8676,8276,8512,8558,8320,8379,8389,8061,8610,8719
9318,8896,9157,9215,8981,8972,8922,8553,9190,9275
9926,9666,9885,9968,9584,9709,9569,9125,9888,9937
10782,10412,10673,10752,10337,10596,10387,9866,10669,10764
11732,11235,11539,11651,11274,11584,11263,10744,11621,11709
12729,12185,12474,12599,12205,12504,12229,11707,12540,12736
13463,12929,13129,13312,12979,13190,12935,12366,13184,13561
14171,13602,13763,14049,13682,13897,13648,13034,13936,14350
15261,14563,14799,15066,14661,14909,14750,13989,14910,15312
16328,15550,15774,16050,15573,15779,15728,14821,15886,16235
17256,16497,16729,17011,16490,16759,16694,15700,16794,17162
18319,17476,17717,17976,17563,17884,17710,16619,17748,18147
19514,18565,18784,19126,18571,19011,18725,17643,18945,19203
20382,19388,19617,19908,19411,19909,19561,18457,19802,20052
21344,20261,20567,20769,20309,20840,20512,19320,20694,21005
22813,21660,21894,22237,21739,22272,21870,20659,22143,22407
24322,23083,23340,23725,23167,23685,23335,22013,23649,23861
25818,24594,24710,25169,24669,25073,24792,23408,25111,25428
27333,25969,26190,26656,26101,26567,26312,24776,26655,26995
28833,27486,27767,28244,27519,28138,27823,26324,28146,28508
29892,28554,28816,29373,28682,29306,28972,27341,29120,29588
30979,29585,29918,30468,29735,30363,30136,28408,30159,30755
